{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Correction   L1FastJet}
   -1   -0.9   5   0   200           1.0285        -0.00049017         0.00012231
 -0.9   -0.8   5   0   200           1.0343        -0.00099178         0.00013445
 -0.8   -0.7   5   0   200           1.0416         -0.0016201         0.00014781
 -0.7   -0.6   5   0   200           1.0507         -0.0024221         0.00016467
 -0.6   -0.5   5   0   200           1.0598         -0.0030606          0.0001753
 -0.5   -0.4   5   0   200           1.0689         -0.0037642          0.0001878
 -0.4   -0.3   5   0   200           1.0751         -0.0041886         0.00019349
 -0.3   -0.2   5   0   200           1.0772         -0.0041755         0.00018849
 -0.2   -0.1   5   0   200           1.0784         -0.0041944         0.00018646
 -0.1      0   5   0   200           1.0775         -0.0040188          0.0001796
    0    0.1   5   0   200           1.0766         -0.0040296         0.00017993
  0.1    0.2   5   0   200           1.0727          -0.003811         0.00017617
  0.2    0.3   5   0   200           1.0662         -0.0033413         0.00016705
  0.3    0.4   5   0   200           1.0574         -0.0026699         0.00015336
  0.4    0.5   5   0   200           1.0473         -0.0019591         0.00014105
  0.5    0.6   5   0   200           1.0333        -0.00090024         0.00012018
  0.6    0.7   5   0   200           1.0198         7.6478e-05         0.00010081
  0.7    0.8   5   0   200           1.0141         0.00049478         9.3819e-05
  0.8    0.9   5   0   200           1.0122         0.00065734         9.0721e-05
  0.9      1   5   0   200           1.0134         0.00053079         9.4634e-05
    1    1.1   5   0   200           1.0173         0.00013358           0.000106
  1.1    1.2   5   0   200           1.0216        -0.00020658         0.00011407
  1.2    1.3   5   0   200           1.0297        -0.00093809         0.00013054
  1.3    1.4   5   0   200           1.0351         -0.0014181         0.00013739
  1.4    1.5   5   0   200           1.0375         -0.0018087          0.0001388
  1.5    1.6   5   0   200           1.0383         -0.0024022         0.00014214
  1.6    1.7   5   0   200           1.0367         -0.0030177         0.00013975
  1.7    1.8   5   0   200           1.0289         -0.0034128         0.00012546
  1.8    1.9   5   0   200           1.0205         -0.0043719         0.00011735
  1.9      2   5   0   200           1.0096         -0.0059621         0.00012015
    2    2.1   5   0   200          0.99553         -0.0090487         0.00015649
  2.1    2.2   5   0   200          0.98078          -0.012667         0.00022794
  2.2    2.3   5   0   200          0.96463          -0.012339          0.0002533
  2.3    2.4   5   0   200          0.96271          -0.012211         0.00026055
  2.4    2.5   5   0   200          0.97284          -0.012254          0.0002691
  2.5    2.6   5   0   200          0.97844          -0.012312         0.00027312
  2.6    2.7   5   0   200          0.99418          -0.012123         0.00027475
  2.7    2.8   5   0   200           1.0146          -0.012353          0.0002835
  2.8    2.9   5   0   200           1.0463          -0.013284         0.00030971
  2.9      3   5   0   200           1.0775          -0.013988         0.00033101
    3    3.1   5   0   200           1.1116          -0.015235         0.00036881
  3.1    3.2   5   0   200           1.1432          -0.015471         0.00038175
  3.2    3.3   5   0   200           1.1753          -0.015733         0.00039549
  3.3    3.4   5   0   200           1.1948           -0.01373          0.0003589
  3.4    3.5   5   0   200           1.2155          -0.010989         0.00029622
  3.5    3.6   5   0   200           1.2152         -0.0068964         0.00019312
  3.6    3.7   5   0   200           1.2033         -0.0060841         0.00014634
  3.7    3.8   5   0   200           1.1829         -0.0049084         0.00011722
  3.8    3.9   5   0   200           1.1554         -0.0035935          8.027e-05
  3.9      4   5   0   200           1.1382         -0.0031139         6.5756e-05
    4    4.1   5   0   200           1.1091         -0.0017287         3.0595e-05
  4.1    4.2   5   0   200           1.0846        -0.00080344          7.146e-07
  4.2    4.3   5   0   200           1.0717        -8.4386e-05        -2.2315e-05
  4.3    4.4   5   0   200           1.0458           0.001149        -5.7487e-05
  4.4    4.5   5   0   200             1.04         0.00072249        -7.7961e-05
  4.5    4.6   5   0   200           1.0243         0.00090445        -0.00010449
  4.6    4.7   5   0   200           1.0102          0.0013522        -0.00013098
  4.7    4.8   5   0   200           1.0027         0.00092519        -0.00014016
  4.8    4.9   5   0   200          0.99318         2.2449e-05        -0.00014486
  4.9      5   5   0   200          0.98897         0.00034334        -0.00016655
